"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*04cvu*","Aaron Taylor","(N/A)","LB,DB","5404","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03co6*","Adarius Taylor","(N/A)","LB","5405","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060z9*","Alontae Taylor","NO","DB","5407","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04ou6*","Brett Taylor","(N/A)","LB","5408","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jfu*","Calvin Taylor","(N/A)","DL","5409","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ah*","Carson Taylor","(N/A)","DL","5410","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zvh*","Devin Taylor","(N/A)","DL","5413","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0615u*","Devin Taylor","(N/A)","DB","5414","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05juw*","Garrett Taylor","(N/A)","DB","5415","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0611a*","Ja'Sir Taylor","LAC","DB","5416","FA","24","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","8","0%","0","0","0","0"
"*02zt4*","Jamar Taylor","(N/A)","DB","5417","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ojc*","Jullian Taylor","MIN","DL","5419","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jst*","Levonta Taylor","(N/A)","DB","5422","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05099*","Shakial Taylor","(N/A)","DB","5423","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061eh*","Isaac Taylor-Stuart","DAL","DB","5427","FA","23","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05uva*","Alex Tchangam","(N/A)","DL,LB","5428","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zst*","Manti Te'o","CHI","LB","5429","FA","32","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04zvp*","Marvell Tell","CIN","DB","5433","FA","26","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*0301w*","Steven Terrell","(N/A)","DB","5434","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0511k*","Sione Teuhema","(N/A)","LB","5438","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06166*","Raleigh Texada","(N/A)","DB","5439","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oqf*","Ranthony Texada","(N/A)","DB","5440","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jup*","Kyahva Tezino","(N/A)","LB","5441","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050l2*","Quindarius Thagard","(N/A)","DL","5442","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03owx*","Robenson Therezie","(N/A)","DB","5443","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040py*","Nathan Theus","(N/A)","LB","5444","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0504k*","Jacob Thieneman","(N/A)","DB","5446","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06123*","Rodney Thomas II","IND","LB,DB","5447","FA","24","HOU 32<br/>@IND 31 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*01tlq*","Earl Thomas III","(N/A)","DB","5448","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*026y0*","J.T. Thomas III","(N/A)","LB","5449","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ai*","A.J. Thomas","CHI","DB","5450","FA","23","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04cse*","Ahmad Thomas","(N/A)","LB","5451","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061c4*","Brayden Thomas","LAR","DL,LB","5452","FA","25","LAR 16<br/>@SEA 19 F","500,000","1st","0","0","","0%","0","0","0","0"
"*01tps*","Cam Thomas","(N/A)","DL","5453","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060zu*","Cameron Thomas","ARI","DL,LB","5454","FA","23","ARI 13<br/>@SF 38 F","500,000","1st","0","0","13","0%","0","0","0","0"
"*04mpg*","Chad Thomas","(N/A)","DL","5455","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050er*","Cory Thomas","(N/A)","DL","5456","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ga*","DQuarius Thomas","GB","LB","5457","FA","24","DET 20<br/>@GB 16 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*0506w*","Derrek Thomas","(N/A)","DB","5459","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040v4*","Duke Thomas","BUF","DB","5460","FA","28","NE 23<br/>@BUF 35 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*04cte*","Dwayne Thomas","(N/A)","DB","5461","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d0k*","Dymonte Thomas","(N/A)","DB","5462","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0612b*","Isaiah Thomas","CLE","DL","5463","FA","24","CLE 14<br/>@PIT 28 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*03cib*","Jemea Thomas","(N/A)","DB","5466","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cpd*","Jhaustin Thomas","(N/A)","DL","5467","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oxj*","Jordan Thomas","(N/A)","DB","5469","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jwn*","Josh Thomas","ARI","DB","5470","FA","26","ARI 13<br/>@SF 38 F","500,000","1st","0","0","13","0%","0","0","0","0"
"*061ej*","Juanyeh Thomas","DAL","DB","5471","FA","22","DAL 6<br/>@WAS 26 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*061c6*","Keir Thomas","LAR","DL,LB","5474","FA","25","LAR 16<br/>@SEA 19 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*04ov6*","Matthew Thomas","BAL","LB","5477","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04osd*","Mychealon Thomas","(N/A)","DL","5479","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cvb*","Robert Thomas","(N/A)","DL","5481","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zux*","Shamarko Thomas","(N/A)","DB","5483","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oid*","Simeon Thomas","(N/A)","DB","5484","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0615e*","Skyler Thomas","(N/A)","DB","5485","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0509a*","Tre Thomas","(N/A)","LB","5486","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040oa*","Ron Thompson Jr.","(N/A)","LB","5490","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jac*","Brandon Thompson","(N/A)","DL","5491","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rvo*","Bryce Thompson","NO","DB","5492","FA","23","Bye","500,000","9th","0","0","","0%","2","0","0","0"
"*03oz7*","Carlos Thompson","(N/A)","LB","5493","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03olb*","Cedric Thompson","(N/A)","DB","5494","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oxz*","Corey Thompson","(N/A)","LB","5499","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rsu*","Erroll Thompson","(N/A)","LB","5502","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ctf*","Jason Thompson","(N/A)","DB","5503","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0505y*","Jordan Thompson","(N/A)","DL","5504","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060rj*","Josh Thompson","JAX/TEN","DB","5505","FA","24","TEN 16<br/>@JAX 20 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*03ol6*","Mykkele Thompson","(N/A)","DB","5509","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jl2*","Peyton Thompson","(N/A)","DB","5510","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rxf*","Tariq Thompson","(N/A)","DB","5512","FA","23","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ce9*","Tedric Thompson","CLE","DB","5514","FA","28","CLE 14<br/>@PIT 28 F","500,000","1st","0","0","9","0%","1","0","0","0"
"*04moj*","Trenton Thompson","(N/A)","DL","5515","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061cu*","Trenton Thompson","NYG","DB","5516","FA","25","NYG 16<br/>@PHI 22 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*05008*","Tyrell Thompson","(N/A)","DL","5518","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*029rb*","Cedric Thornton","(N/A)","DL","5519","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cz6*","Josh Thornton","(N/A)","DB","5520","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cez*","Khyri Thornton","(N/A)","DL","5521","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jjg*","Neiko Thorpe","(N/A)","DB","5523","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04yqw*","Jameer Thurman","(N/A)","LB","5526","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040pz*","John Tidwell","(N/A)","DB","5528","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050ec*","JoJo Tillery","(N/A)","DB","5529","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*002ri*","Lawrence Timmons","(N/A)","LB","5531","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ose*","John Timu","(N/A)","LB","5532","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040ya*","Corey Tindal","(N/A)","DB","5533","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060zj*","Channing Tindall","MIA","LB","5534","FA","23","NYJ 6<br/>@MIA 11 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*061ds*","Tariqious Tisdale","(N/A)","DL","5535","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0506x*","Jay-Tee Tiuli","(N/A)","DL","5536","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04chp*","Jack Tocho","(N/A)","DB","5537","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01d2g*","Greg Toler","(N/A)","DB","5544","FA","38","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oom*","Henre Toliver","(N/A)","DB","5545","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04mq6*","Kevin Toliver","IND","DB","5546","FA","27","Bye","500,000","9th","0","0","14","0%","0","0","0","0"
"*0614i*","Khalan Tolson","(N/A)","LB","5548","FA","23","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jc3*","Korey Toomer","(N/A)","LB","5551","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050ed*","Taj-Amir Torres","(N/A)","DB","5553","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040wi*","Dominique Tovell","(N/A)","LB","5557","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0410m*","Greg Townsend Jr.","BUF","DL","5559","FA","30","NE 23<br/>@BUF 35 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*02aec*","Justin Trattou","(N/A)","DL","5563","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ctg*","Damarius Travis","(N/A)","DB","5564","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*030bz*","Brynden Trawick","(N/A)","DB","5566","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cxq*","Nigel Tribune","(N/A)","DB","5570","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03chc*","Jordan Tripp","(N/A)","LB","5572","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ozs*","Andrew Trumbetti","(N/A)","LB","5574","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04chg*","Stevie Tuikolovatu","(N/A)","DL","5578","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ce1*","Stephon Tuitt","PIT","DL","5579","FA","29","CLE 14<br/>@PIT 28 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*03olc*","Davis Tull","(N/A)","LB","5580","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040z4*","Tani Tupou","(N/A)","DL","5581","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0500t*","Immanuel Turner","(N/A)","DL","5587","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0618q*","Josh Turner","SEA","DB","5589","FA","0","LAR 16<br/>@SEA 19 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*061gq*","Nolan Turner","TB","DB","5590","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*0610p*","Delarrin Turner-Yell","DEN","DB","5594","FA","23","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*05rqy*","Jaylen Twyman","MIN/MIA","DL","5597","FA","23","NYJ 6<br/>@MIA 11 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*04crj*","Jeremy Tyler","(N/A)","DB","5599","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cg7*","Mike Tyson","(N/A)","DB","5600","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03clw*","Colton Underwood","(N/A)","TE,LB","5602","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03m8o*","Uani Unga","(N/A)","LB","5603","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01tzn*","Mitch Unrein","(N/A)","DL","5604","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05ruw*","Christian Uphoff","(N/A)","DB","5605","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02j8r*","Courtney Upshaw","(N/A)","DL","5606","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cyu*","Nick Usher","(N/A)","LB","5608","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06105*","Eyioma Uwazurike","DEN","DL","5609","FA","24","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*02zs3*","Kenny Vaccaro","(N/A)","DB","5610","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040rr*","Destiny Vaeao","(N/A)","DL","5611","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*051js*","Kalani Vakameilalo","(N/A)","DL","5613","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040gd*","Vincent Valentine","(N/A)","DL","5614","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061gf*","Josh Valentine-Turner","(N/A)","DB","5615","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061cx*","Antonio Valentino","(N/A)","DL","5616","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03om4*","Max Valles","(N/A)","DL","5618","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cz7*","Jeremiah Valoaga","(N/A)","DL","5619","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ek*","La'Kendrick Van Zandt","(N/A)","DB","5620","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061fr*","Zach VanValkenburg","LAR","DL","5621","FA","25","LAR 16<br/>@SEA 19 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*04cdg*","Eddie Vanderdoes","(N/A)","DL","5623","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04zzx*","Kyle Vasey","(N/A)","LB","5624","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jhc*","Donte Vaughn","GB","DB","5627","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*041an*","Peni Vea","(N/A)","DB","5629","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*030ax*","Joe Vellano","(N/A)","DL","5632","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cg7*","Brock Vereen","(N/A)","DB","5634","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cth*","Corey Vereen","(N/A)","DL","5635","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061b9*","David Vereen","IND","DB","5636","FA","25","HOU 32<br/>@IND 31 F","500,000","9th","0","0","14","0%","0","0","0","0"
"*02j9o*","Olivier Vernon","CLE","DL","5639","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oqy*","Kendal Vickers","LV/BUF","DL","5640","FA","27","NE 23<br/>@BUF 35 F","500,000","1st","0","0","7","0%","2","0","0","0"
"*04oiz*","Azeem Victor","(N/A)","LB","5641","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ozp*","Zach Vigil","(N/A)","LB","5644","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06135*","Luiji Vilain","MIN","LB","5645","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*002lk*","Jonathan Vilma","(N/A)","LB","5646","FA","40","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04czl*","Lucas Wacha","(N/A)","LB","5654","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04otp*","DMontre Wade","(N/A)","DB","5656","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04csf*","Jordan Wade","(N/A)","DL","5657","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05ru3*","Lamont Wade","(N/A)","DB","5658","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01lyg*","Cameron Wake","(N/A)","LB","5661","FA","41","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0412o*","Mike Wakefield","(N/A)","LB","5662","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*005dt*","Erik Walden","(N/A)","LB","5663","FA","37","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ozt*","Cavon Walker","(N/A)","DL","5666","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cwz*","Charles Walker","(N/A)","DL","5667","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ynx*","D'Andre Walker","(N/A)","LB","5668","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jk7*","Reggie Walker","(N/A)","LB","5674","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0503k*","Ricky Walker","(N/A)","DL","5675","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0615o*","Tre Walker","(N/A)","LB","5678","FA","22","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jhh*","Tyrunn Walker","(N/A)","DL","5679","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040v7*","Cleveland Wallace III","(N/A)","DB","5680","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05juq*","Courtney Wallace Jr.","(N/A)","DL","5681","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040jx*","Aaron Wallace","(N/A)","LB","5682","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050l3*","Abraham Wallace","(N/A)","DB","5683","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05t5q*","Deuce Wallace","(N/A)","DB","5684","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ex*","Jermaine Waller","DET","DB","5687","FA","0","DET 20<br/>@GB 16 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*03p0d*","Davon Walls","(N/A)","DL","5688","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04hu0*","Jonathan Walton","(N/A)","LB","5691","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03omr*","L.T. Walton","(N/A)","DL","5692","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040nq*","Channing Ward","(N/A)","DL","5695","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01tmj*","T.J. Ward","ARI","DB","5697","FA","36","ARI 13<br/>@SF 38 F","500,000","1st","0","0","13","0%","0","0","0","0"
"*03cxe*","Julius Warmsley","(N/A)","DL","5701","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05t73*","Troy Warner","(N/A)","DB","5702","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040fy*","Adolphus Washington","(N/A)","DL","5707","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zx2*","Cornelius Washington","(N/A)","DL","5709","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01tmu*","Daryl Washington","(N/A)","LB","5710","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cmb*","Deron Washington","(N/A)","DB","5712","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0410k*","Jabriel Washington","(N/A)","DB","5713","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jl3*","Keith Washington","NO","DB","5715","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04clm*","Shaan Washington","(N/A)","LB","5720","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03oz9*","Tony Washington","(N/A)","LB","5721","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
