"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*03oll*","Ryan Russell","(N/A)","DL","5003","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jsh*","Donald Rutledge","(N/A)","LB","5004","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03okm*","Jake Ryan","(N/A)","LB","5006","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*055bx*","Olive Sagapolu","(N/A)","DL","5008","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05uok*","KJ Sails","(N/A)","DB","5009","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04css*","Joby Saint Fleur","(N/A)","DL","5010","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0500i*","Anree Saint-Amour","(N/A)","DL","5011","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04p2r*","Shaheed Salmon","(N/A)","LB","5013","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oia*","Christian Sam","DAL","LB","5015","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ok3*","James Sample","(N/A)","DB","5016","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jsj*","Stanford Samuels","(N/A)","DB","5018","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040hp*","Zack Sanchez","(N/A)","DB","5019","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04crf*","B.T. Sanders","(N/A)","DB","5020","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oxh*","Dominick Sanders","(N/A)","DB","5021","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050gp*","Trevon Sanders","(N/A)","DL","5023","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04zyl*","Marquez Sanford","(N/A)","DB","5026","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*044wa*","Darnell Sankey","(N/A)","LB","5028","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oo9*","Tigie Sankoh","(N/A)","DB","5029","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0586t*","Quarte Sapp","(N/A)","LB","5033","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040o6*","Anthony Sarao","(N/A)","LB","5034","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03p25*","De'Ante Saunders","CLE","DB","5037","FA","30","CLE 14<br/>@PIT 28 F","500,000","9th","0","","0%","0","0","0","0"
"*050gb*","Ira Savage-Lewis","(N/A)","DL","5041","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04tx5*","Dante Sawyer","(N/A)","DL","5042","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cjt*","Casey Sayles","(N/A)","DL","5044","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04crg*","Marcus Sayles","MIN","DB","5045","FA","28","MIN 29<br/>@CHI 13 F","500,000","1st","0","7","0%","0","0","0","0"
"*04oqk*","Tegray Scales","CIN","LB","5046","FA","26","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*005cr*","Orlando Scandrick","(N/A)","DB","5047","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040v3*","Brennan Scarlett","MIA","LB","5051","FA","29","NYJ 6<br/>@MIA 11 F","500,000","1st","0","11","0%","0","0","0","0"
"*04cxb*","Alex Scearce","(N/A)","LB","5055","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rth*","Thomas Schaffer","(N/A)","DL","5056","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040wh*","Jeff Schoettmer","(N/A)","LB","5061","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cpk*","Karter Schult","(N/A)","DL","5063","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cxm*","Evan Schwan","(N/A)","DL","5064","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05joh*","Delontae Scott","PIT/CAR","DL,LB","5069","FA","26","CAR 10<br/>@NO 7 F","500,000","1st","0","13","0%","2","0","0","0"
"*05rve*","Jordon Scott","(N/A)","DL","5072","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040lz*","Larry Scott","(N/A)","DB","5074","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04on3*","Niles Scott","MIA","DL","5076","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03p3b*","Tim Scott","(N/A)","DB","5079","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jew*","Vernon Scott","GB","DB","5080","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cpk*","Sammy Seamster","(N/A)","DB","5083","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026ve*","DaNorris Searcy","(N/A)","DB","5084","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040ta*","Ian Seau","(N/A)","DL","5087","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0615b*","Brandon Sebastian","(N/A)","DB","5088","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040qy*","Jordan Sefon","(N/A)","DB","5090","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0251h*","Andrew Sendejo","(N/A)","DB","5094","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jaz*","Coty Sensabaugh","(N/A)","DB","5095","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0617u*","Nephi Sewell","NO","LB","5098","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","0","14","0%","1","0","0","0"
"*040pw*","Frank Shannon","(N/A)","LB","5104","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03okc*","Josh Shaw","(N/A)","DB","5109","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jfp*","DeShawn Shead","(N/A)","DB","5110","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026tm*","Jabaal Sheard","(N/A)","DL","5111","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04os7*","Conor Sheehy","(N/A)","DL","5112","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ypo*","Kendall Sheffield","DAL","DB","5114","FA","26","DAL 6<br/>@WAS 26 F","500,000","1st","0","6","0%","0","0","0","0"
"*050ie*","Sterling Sheffield","(N/A)","LB","5115","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jop*","Derrick Shelby","(N/A)","DL","5116","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0615c*","Ty Shelby","LAC","LB","5117","FA","24","Bye","500,000","9th","0","8","0%","0","0","0","0"
"*04gg5*","Brady Sheldon","NYJ","LB","5118","FA","30","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*03oha*","Danny Shelton","KC","DL","5120","FA","29","KC 31<br/>@LV 13 F","500,000","1st","0","8","0%","0","0","0","0"
"*04cna*","Sojourn Shelton","CHI","DB","5122","FA","28","MIN 29<br/>@CHI 13 F","500,000","1st","0","14","0%","0","0","0","0"
"*05rot*","Tyler Shelvin","CIN","DL","5124","FA","24","BAL 16<br/>@CIN 27 F","500,000","1st","0","6","0%","2","0","0","0"
"*03cgg*","Prince Shembo","(N/A)","LB","5125","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026uc*","Kelvin Sheppard","(N/A)","LB","5128","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01uc1*","Marcus Sherels","(N/A)","DB","5129","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oz6*","Anthony Sherrils","(N/A)","DB","5132","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01u0x*","Sam Shields","(N/A)","DB","5134","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05098*","Sterling Shippy","(N/A)","DL","5137","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040rn*","Aziz Shittu","(N/A)","DL","5138","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oly*","Ed Shockley","(N/A)","LB","5139","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zt1*","Kawann Short","(N/A)","DL","5140","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03p3c*","Jameill Showers","(N/A)","DB","5143","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jk6*","Adam Shuler","SF","DL","5145","FA","26","ARI 13<br/>@SF 38 F","500,000","1st","0","9","0%","0","0","0","0"
"*040no*","Elijah Shumate","(N/A)","DB","5147","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cpa*","Garrett Sickels","(N/A)","LB","5149","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040l1*","Devaunte Sigler","(N/A)","DL","5150","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050k2*","Tyler Sigler","(N/A)","DB","5151","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02a41*","Sealver Siliga","(N/A)","DL","5152","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05t71*","George Silvanic","(N/A)","DL","5153","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050lw*","David Simmons Jr.","(N/A)","DB","5155","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oll*","Antonio Simmons","(N/A)","DL","5156","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040o7*","Delvon Simmons","(N/A)","DL","5157","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05053*","Josh Simmons","(N/A)","DB","5159","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03onf*","Deon Simon","(N/A)","DL","5164","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zve*","John Simon","(N/A)","DL,LB","5165","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04dj3*","Jordan Simone","(N/A)","DB","5167","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04jvp*","Darrius Sims","(N/A)","WR,DB","5173","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01tqy*","Eugene Sims","(N/A)","DL","5174","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040hz*","LeShaun Sims","(N/A)","DB","5175","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*005bd*","Pat Sims","(N/A)","DL","5176","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*030bf*","Terrell Sinkfield","(N/A)","DB","5178","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jth*","Kemah Siverand","(N/A)","DB","5180","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050ld*","Deyon Sizer","DEN","DL","5181","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","0","9","0%","0","0","0","0"
"*061fi*","James Skalski","(N/A)","LB","5182","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cq4*","Deontae Skinner","(N/A)","LB","5183","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050lh*","Tuzar Skipper","PIT","LB","5184","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03crz*","Shayne Skov","(N/A)","LB","5186","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026wg*","Buster Skrine","TEN","DB","5187","FA","33","TEN 16<br/>@JAX 20 F","500,000","1st","0","6","0%","0","0","0","0"
"*01lr5*","Dan Skuta","(N/A)","LB","5188","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04zxd*","Chris Slayton","GB","DL","5190","FA","26","DET 20<br/>@GB 16 F","500,000","1st","0","14","0%","0","0","0","0"
"*0410e*","Matt Smalley","(N/A)","DB","5193","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cg3*","Tanzel Smart","NYJ","DL","1431","FA","28","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*05jgp*","Prince Smith Jr.","(N/A)","DB","5198","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cgu*","Telvin Smith Sr.","(N/A)","LB","5199","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*060sk*","Abram Smith","(N/A)","RB,LB","5200","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ojj*","Andre Smith","BUF/TEN","LB","1377","FA","25","TEN 16<br/>@JAX 20 F","500,000","1st","0","6","0%","0","0","0","0"
"*040ro*","C.J. Smith","(N/A)","DB","5206","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04yow*","Cameron Smith","(N/A)","LB","5207","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ch8*","Chris Smith","(N/A)","DL,LB","5208","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03oit*","D'Joun Smith","(N/A)","DB","5209","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0037c*","Daryl Smith","(N/A)","LB","5210","FA","41","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03omk*","Derron Smith","(N/A)","DB","5213","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04onz*","Emmanuel Smith","(N/A)","LB","5215","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03csw*","Garrison Smith","(N/A)","DL","5216","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0027t*","Harrison Smith","(N/A)","DB","5217","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jos*","Jacquies Smith","(N/A)","DL","5220","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026sq*","Jimmy Smith","(N/A)","DB","5222","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ros*","Jordan Smith","JAX","DL,LB","5223","FA","25","TEN 16<br/>@JAX 20 F","500,000","1st","0","11","0%","0","0","0","0"
"*057yd*","Josh Smith","(N/A)","LB","5225","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05g2l*","Kahani Smith","(N/A)","DB","5227","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jw9*","Kobe Smith","ATL","DL","5228","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","0","14","0%","0","0","0","0"
"*04czs*","Malik Smith","(N/A)","DB","5231","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cd9*","Marcus Smith","(N/A)","LB","5232","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04csv*","Maurice Smith","(N/A)","DB","5233","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04124*","Mike Smith","(N/A)","DL","5234","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zvs*","Quanterus Smith","(N/A)","DL","5235","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jmx*","Rashad Smith","(N/A)","LB","5236","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050f3*","Ray Smith","(N/A)","DL","5237","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040gs*","Ryan Smith","IND/TB","DB","5241","FA","29","TB 17<br/>@ATL 30 F","500,000","1st","0","11","0%","1","0","0","0"
"*01d0h*","Sean Smith","(N/A)","DB","5243","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rvu*","Shaq Smith","(N/A)","LB","5245","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jhb*","T.J. Smith","MIN","DL","1415","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","0","7","0%","0","0","0","0"
"*04d6e*","Teidrick Smith","(N/A)","LB","5247","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040x6*","Terrance Smith","(N/A)","LB","5248","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03olx*","Tye Smith","(N/A)","DB","5250","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*06110*","Tyreke Smith","SEA","DL,LB","5251","FA","23","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","0","0","0","0"
"*04coj*","Fish Smithson","(N/A)","DB","5253","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rt3*","Charles Snowden","TB","DL,LB","5258","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","0","11","0%","0","0","0","0"
"*03oyn*","Kevin Snyder","(N/A)","LB","5259","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03on6*","Kristjan Sokoli","(N/A)","DL","5262","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*002a9*","Paul Soliai","(N/A)","DL","5263","FA","39","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050bu*","Andrew Soroh","(N/A)","DB","5266","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d0i*","Shakir Soto","(N/A)","DL","5267","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cek*","Dezmen Southward","(N/A)","DB","5268","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ogc*","Breeland Speaks","BUF","DL","5270","FA","27","NE 23<br/>@BUF 35 F","500,000","1st","0","7","0%","0","0","0","0"
"*05jm2*","Marcel Spears Jr.","(N/A)","LB","5271","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040eq*","Noah Spence","(N/A)","DL","5273","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jaa*","Sean Spence","(N/A)","LB","5274","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rsd*","Marquiss Spencer","NYJ","DL","5276","FA","25","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*01tnb*","Brandon Spikes","(N/A)","LB","5278","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oto*","Arrion Springs","(N/A)","DB","5280","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04omh*","Tracy Sprinkle","(N/A)","DL","5282","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03045*","Damion Square","CIN","DL","5284","FA","34","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*02zyr*","Daimion Stafford","(N/A)","DB","5286","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040rb*","A.J. Stamps","(N/A)","DB","5288","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jin*","Julian Stanford","CAR/BAL/DET","LB","5290","FA","32","DET 20<br/>@GB 16 F","500,000","1st","0","6","0%","0","0","0","0"
"*04zzw*","Jayson Stanley","CHI","DB","5291","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0614v*","Chris Steele","MIA/SEA","DB","5299","FA","22","LAR 16<br/>@SEA 19 F","500,000","9th","0","11","0%","0","0","0","0"
"*03cit*","Shamar Stephen","(N/A)","DL","5300","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oqt*","Linden Stephens","(N/A)","DB","5302","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jsw*","Bryce Sterk","(N/A)","TE,DL","5304","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*06165*","Tre Sterling","(N/A)","DB","5306","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cvd*","Jordan Sterns","(N/A)","DB","5309","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rrn*","JaCoby Stevens","(N/A)","LB,DB","5310","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*06134*","Tyarise Stevenson","(N/A)","DL","5316","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04clr*","Brandon Stewart","(N/A)","DB","5318","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01u3a*","Darian Stewart","(N/A)","DB","5319","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d0j*","Orion Stewart","(N/A)","DB","5322","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0506d*","Silas Stewart","(N/A)","LB","5323","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02j97*","Devon Still","(N/A)","DL","5325","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ry0*","Darius Stills","(N/A)","DL","5326","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rui*","Donovan Stiner","(N/A)","DB","5328","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ch7*","Ed Stinson","(N/A)","DL","5329","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0616x*","LaRon Stokes","(N/A)","DL","5333","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050gq*","MyQuon Stout","(N/A)","DL","5338","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04zyn*","Connor Strachan","(N/A)","LB","5340","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ryh*","Corey Straughter","(N/A)","DB","5341","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cpo*","Channing Stribling","(N/A)","DB","5344","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040ms*","Eric Striker","(N/A)","LB","5346","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ojv*","Greg Stroman","CHI","DB","1144","FA","27","MIN 29<br/>@CHI 13 F","500,000","9th","0","14","0%","0","0","0","0"
"*05jcp*","Jason Strowbridge","(N/A)","DL","5350","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0505q*","Anthony Stubbs","(N/A)","LB","5351","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01toq*","Darrell Stuckey","(N/A)","DB","5352","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02je0*","Nate Stupar","(N/A)","LB","5353","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0039u*","Terrell Suggs","(N/A)","DL","5355","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01tld*","Ndamukong Suh","PHI","DL","1204","FA","36","NYG 16<br/>@PHI 22 F","500,000","1st","0","","0%","0","0","0","0"
"*040px*","Sadat Sulleyman","(N/A)","LB","5356","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rwp*","Elijah Sullivan","(N/A)","LB","5357","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cwy*","Tre Sullivan","(N/A)","DB","5358","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
